公司代码,年度,被购买方名称,股权取得时点,股权取得成本,股权取得比例,股权取得方式,购买日,购买日的确定依据,购买日至期末被购买方的收入,购买日至期末被购买方的净利润
300393,2015,赤峰市洁太电力有限公司,2015.4.28,0,100,非同一控制下企业合并,2015.4.28,控制权转移,N/A,N/A
300390,2015,中垒科技,2015.8.31,5190900,51,企业合并,2015.8.31,实际取得控制权,3789445.3,815448.42
300390,2015,宇寿医疗,2015.11.30,400000000,100,企业合并,2015.11.30,实际取得控制权,12494435.29,3022081.97
300390,2015,康华净化,2015.2.28,3140000,51,企业合并,2015.2.28,实际取得控制权,23014816.38,2095581.37
300389,2015,威斯泰克,2015.1.30,24000000,60,现金收购,2015.1.30,控制权转移,40796582.47,4795928.82
300388,2015,麦王环境技术股份有限公司,2015.10.12,369274200,72.31,现金收购,2015.10.31,完成工商变更及支付部分股权转让款,93370355.18,19549622.45
300388,2015,安徽国祯膜科技有限公司,2015.9.22,0,50.5,零价格受让,2015.9.30,完成工商变更,2126609.67,-298115.5
300387,2015,Holland Novochem B.V.,2015.9.24,128044422.7,55,购买,2015.9.24,完成股权变更登记,37606062.56,6299934.4
300386,2014,飞天万谷智能科技有限公司,2014.12.1,37800000,60,收购,2014.12.1,取得子公司的净资产和生产经营决策的实际控制权之日,2304338.46,-451190.56
300385,2015,无锡市工业废物安全处置有限公司,2015.1.1,168000000,51,现金收购,2015.1.1,支付大部分购买价款并实际控制,105426314.21,29226381.43
300382,2015,苏州江鼎光伏电力投资管理有限公司,2015.9.22,59000000,98.33,支付现金,2015.9.22,增资协议,N/A,-354999.53
300382,2015,山东明佳科技有限公司,2015.7.28,26562500,51,支付现金,2015.7.28,股权转让协议,14709428.86,-1282695.6
300381,2015,湖南新合新生物医药有限公司,2015.12.10,525000000,70,收购,2015.12.10,工商变更,71893178.87,6748614.05
300381,2015,河南利华制有限公司,2015.9.28,303000000,100,收购,2015.9.28,工商变更,48711197.4,2199180.98
300381,2014,湖南鸿鹰生物科技有限公司,2014.12.29,187500000,75,收购,2014.12.29,工商变更,0,0
300380,2014,北京宏远贵德科技有限公司,2014.12.22,24000000,60,非同一控制下企业合并取得,2014.12.22,实现控制权转移时点,0,0
300379,2014,北京惠捷朗科技有限公司,2014.12.15,420000000,100,发行股并支付现金购买,2014.12.15,控制权转移点,15861306.96,9725745.62
300379,2014,北京同德一心科技有限公司,2014.9.18,30000000,100,支付现金购买,2014.9.18,控制权转移点,1021709.4,-6786.84
300378,2015,艾码科技股份限公司（台湾）,2015.8.31,5838275.76,56.7,购买,2015.9.1,支付增资款、工商变更完成,4880157.85,1160131.98
300376,2014,沭阳清水河光伏发电有限公司,2014.8.8,48000000,100,购买,2014.8.8,董事会方案余股权转让协议书,4052205.13,2274254.11
300373,2015,深圳美微科公司,2015.9.1,N/A,100,收购,2015.6.1,实际控制,13917247.65,848567.75
300373,2015,CS公司,2015.9.1,N/A,100,收购,2015.9.1,实际控制,67494328.12,5889504.24
300370,2015,泽天盛海,2015.10.1,310000000,100,协议收购股权,2015.10.1,实际取得控制权,75645165.5,29867842.1
300370,2015,郑州鑫胜 ,2015.9.1,36000000,51,协议收购股权,2015.9.1,实际取得控制权,10126649.18,1936595.53
300370,2014,北京双良,2014.8.1,4000000,100,协议收购股权,2014.8.1,购买方于2014年8月1日起取得被购买方经营和财务决策控制权，享有收益并承担相应风险。,400769.24,-185904.07
300368,2015,中荣银利 ,2015.12.31,3000000,60,增资,2015.12.31,已实质控制,N/A,N/A
300368,2015,北辰德科技,2015.10.31,330000000,55,发行股份,2015.10.31,已实质控制,120758389.83,31728494.77
300368,2014,北京东方兴华科技发展有限责任公司,2014.9.30,17000000,100,收购股权,2014.9.30,取得控制权,20505091.13,2488310.07
300368,2014,上海棠棣信息科技有限公司,2014.11.30,130495643.7,51,增资取得,2014.11.30,取得控制权,30781072.24,17921477.23
300367,2015,苏州华启智能科技有限公司,2015.11.11,712999705.9,100,发行股份及现金购买,2015.11.11,取得控制权,113897014.97,50695117.87
300367,2015,动力盈科实业（深圳）有限公司,2015.11.13,144313900,30.67,现金购买,2015.11.13,取得控制权,75007447.41,31210269.26
300367,2015,广州嘉崎智能科技有限公司,2015.11.11,199999674.88,100,发行股份及现金购买,2015.11.11,取得控制权,31059457.68,19172131.33
300367,2014,西安赛能视频技术有限公司,2014.9.30,60000000,51,现金购买,2014.9.30,取得控制权,29726749.51,3330451.84
300366,2015,格蒂电力,2015.11.30,874000000,100,发行股份并支付现金购买,2015.11.30,完成股权转让的工商变更登记并改选董事会，被本公司控制,281017000,68918700
300365,2015,成都圣骑士环保科技有限公司,2015.8.31,542257433.33,100,收购,2015.8.31,实际控制,121683709.46,30514183.83
300365,2015,北京道亨时代科技有限公司,2016.3.31,20000000,51,现金购买,2014.12.31,被购买方的财务和经营政策，享有相应的收益并承担相应的风险,41100488.49,23432894.71
300363,2015,江西东邦药业有限公司,2015.7.31,260000000,100,发行股份、现金支付,2015.7.31,取得控制权,102141288.89,14325631.21
300363,2014,浙江博腾药业有限公司,2014.5.1,130000000,65,"以13,000.00万元对浙江博腾药业有限公司增资",2014.5.1,已取得浙江博腾药业有限公司的生产及经营的控制权,688165.3,-5939813.14
300360,2015,杭州炬源智能仪表有限公司,2015.8.31,3100030,100,现金购买,2015.8.31,控制权转移,239316.25,-752690.93
300360,2015,"LOGAREX Smart Metering,s.r.o",2015.10.31,2130706.68,100,现金购买,2015.10.31,控制权转移,3565288.14,-530263.19
300359,2015,杭州思讯科技发展有限公司,2015.6.19,53267200,71.75,支付现金,2015.6.19,实际控制,18169285.15,9911684.44
300359,2015,河北皇典电子商务有限公司,2015.4.21,53620000,51,支付现金,2015.4.21,实际控制,23026262.11,8446588.47
300359,2015,北京继教网技术有限公司,2015.11.18,1050000000,100,支付现金,2015.11.18,实际控制,99210684.71,64505096.86
300359,2015,广西慧谷信息科技有限公司,2015.8.26,31237500,51,支付现金,2015.8.26,实际控制,11519839.73,5050319.7
300359,2015,西安习悦信息技术有限公司,2015.11.17,80000000,100,支付现金,2015.11.17,实际控制,3966309.78,2334270.06
300359,2015,湖北音信数据通讯技术有限公司,2015.9.1,46076800,55,支付现金,2015.8.31,实际控制,6823390.62,1858225.38
300359,2015,深圳真好信息技术有限公司,2015.4.3,8160000,51,支付现金,2015.3.31,实际控制,N/A,-1609872.89
300359,2015,广东介诚教育咨询服务有限公司,2015.4.17,10427347.62,100,支付现金,2015.3.31,实际控制,2390149.18,-1483987.04
300358,2015,楚天华通,2015.5.31,549999969.31,100,非同一控制下企业合并,2015.5.31,办理标的资产过户变更登记手续,171941605.88,39819755.19
300356,2014,湖北索瑞电气有限公司,2014.12.28,724031776.16,84.82,发行股份、支付现金,2014.12.31,获得证监会批文、办理完工商变更,0,0
300356,2014,南京云商天下信息技术有限公司,2014.4.1,11440000,51,支付现金,2014.3.31,办理完工商变更,-481509.42,-1284237.88
300356,2015,江苏德能电气工程有限公司,2015.8.1,7000000,100,支付现金,2015.8.1,办理完工商变更、实际控制被合并单位,4037531.05,-3402662.9
300355,2014,浙江普天园林建筑发展有限公司,2014.1.16,399000000,70,支付现金及发行权益性证券,2014.10.16,取得控制权,526876645.81,55134275.56
300355,2015,赤峰蒙东草 业有限公司,2015.6.10,1000000,100,股权出资,2015.6.10,取得控制权,4455511.2,416540.97
300353,2015,北京拓明科技有限公司,2015.10.31,"64,4400000.00",100,定向增发,2015.10.31,"本公司以2015年10月31日为购买日，通过向北京拓明科技有限公司原股东非公开发行人民币普通股并支付现金的方式购买100%的股权。合并成本在购买日的总额为人民币643,999,990.50元。购买日的确定依据：同时满足以下条件时，一般可认为实现了控制权的转移，形成购买日。",117827800,26356400
300353,2014,北京东土军悦科技有限公司,2014.1.31,15000000,51,支付现金购买,2014.1.31,控制权转移,39516340.72,3518661.83
300353,2015,成都中嵌自动化工程有限公司,2015.7.31,30000000,51,现金购买,2015.7.31,"本公司以2015年7月31日为购买日，购买成都中嵌自动化工程有限公司51%的权益。根据协议，本公司增资3,000.00万元为认缴出资方式，出资方式为分期出资，在2018年6月30之前全部出资到位。至报告期末，已支付现金人民币500.00万元。合并成本在购买日的总额为人民币3,000.00万元。",354.0300.00,140500
300353,2015,北京北方工大科技有限公司,2015.6.30,25000000,50,现金购买,2015.6.30,"本公司以2015年6月30日为购买日，支付现金人民币2,500.00万元作为合并成本购买了北京北方工大科技有限公司50%的权益。合并成本在购买日的总额为人民币2,500.00万元。",N/A,-1193900
300352,2015,北京中软华泰信息技术有限责任公司,2015.9.30,99999995.4,100,发行股份及支付现金,2015.9.30,实际控制人变更,24473717.24,18197299.16
300350,2015,博韩伟业（北京）科技有限公司,2015.7.1,1350000000,100,购买,2015.7.31,取得控制,167727499.43,63479095.38
300348,2015,合度云天（北京）信息科技有限公司,2015.11.24,110940721.17,100,收购,2015.11.24,工商变更完毕,3793271.92,1773347.19
300347,2015,DreamCIS,2015.10.1,174110552.65,98.14,购买,2015.10.1,工商管理变更,28603531.9,3963089.95
300347,2014,上海晟通,2014.6.1,20400000,100,现金购买,2014.12.31,工商变更,0,0
300345,2015,四川中物红宇科技有限公司,2015.6.3,20929974,35,购买,2015.6.3,变更工商登记,17483088.42,7078653.97
300343,2015,上海新合文化传播有限公司,2015.6.30,1322000000,100,非公开发行股份及支付现金,2015.6.30,工商变更,517801120.45,52052563.51
300343,2014,山东卓星化,2014.2.28,50000000,51,现金增资,2014.2.28,增资协议,411121200,11802400
300342,2015,北京华清瑞达科技有限公司,2015.3.31,162690000,51,非同一控制下企业合并,2015.3.31,拥有实质控制权,82102847.76,33062419.9
300339,2015,融信息技术有限公司,2015.8.31,2197746900,100,发行股份及支付现金,2015.8.31,企业合并协议已获内部权力机构股东会通过,144637250.78,71459395.52
300339,2015,上海菲耐得信息科技有限公司,2015.11.30,79000000,100,支付现金,2015.11.30,企业合并协议已获内部权力机构股东会通过,9200804.77,5319530.43
300339,2014,北京捷科智诚科技有限公司,2014.7.31,720000000,100,发行股份及支付现金,2014.7.31,购买协议,115578015.38,31186332.95
300338,2014,北京冶联科技有限公司,2014.10.31,11008000,55.04,现金出资,2014.11.5,办妥交接手续并取得实质控制权,2236666.62,-29523.15
300338,2015,长沙天腾电子有限公司,2015.9.30,11900000,70,现金出资,2015.9.30,办妥交接手续并取得实质控制权,3265160.61,1302911.94
300336,2015,沈阳达可斯广告有限公司,2015.2.16,300000000,100,收购,2015.2.16,完成工商变更手续,68863993.08,28075955.15
300336,2015,郁金香广告传播（上海）有限公司,2015.2.16,"1,200,000,00.00",100,收购,2015.2.16,完成工商变更手续,488876252.95,113740052.6
300336,2015,创祀网络科技（上海）股份有限公司,2015.5.28,14750000,51,收购,2015.5.28,完成工商变更手续,1710703.1,-1680763.9
300335,2015,上海敏欣能源科技有限公司,2015.9.30,51000000,85,购买,2015.9.30,取得实际控制权,2330188.68,1171973.13
300335,2015,广州中瑞热能技术公司,2015.5.27,5525500,53,增资,2015.5.27,取得实际控制权,N/A,-1134920.16
300332,2015,华盛燃气 ,2015.9.17,50000000,100,现金,2015.9.117,取得控制权,2197015.69,-4949939.34
300332,2015,北京华盛,2015.7.27,999999962.3,100,股权及现金,2015.7.27,取得控制权,441926893.56,36242463.98
300332,2014,北京力拓,2014.10.21,380000000,100,现金购买,2014.10.21,取得控制权,16441615.88,2587470.64
300329,2015,北京盈信天一科技有限公司,2015.6.1,1200000,100,现金购买,2015.6.1,工商变更及股款支付,N/A,N/A
300326,2015,易生科技（北京）有限公司,2015.2.12,355799270.15,56.95,支付现金,2015.2.12,获得控制权,124087483.41,37518228.38
300326,2014,江苏艾迪尔医疗科技有限公司,2014.9.9,528000000,80,收购,2014.9.9,取得控制权,49490479.28,23533957.05
300324,2014,新疆百旺金赋科技有限公司,2014.1.23,500000,48,增资,2014.1.23,工商变更,2785345.18,2493.15
300324,2014,北京中软金卡信息技术有限公司,2014.10.28,160000000,100,购买,2014.10.28,股权已过户,19539312.61,10240884.91
300322,2014,昆山凯尔光电科技有限公司,2014.2.28,43260000,61.8,增资取得,2015.2.28,实际控制,39900917.39,83181.66
300319,2015,浙江长兴电子厂有限公司,2015.12.31,25245000,51,购买,2015.12.31,工商变更已完成,N/A,N/A
300319,2015,星源电子科技（深圳）有限公司,2015.8.13,860000000,100,购买,2015.8.13,工商变更已完成,412023525.71,45232369.36
300318,2015,河北大安制药有限公司,2015.5.27,646117015.14,48,发行股份,2015.5.31,控制权转移,115888073.8,8815870.89
300318,2015,"Advion,Inc",2015.7.1,180856225.33,100,现金,2015.7.1,控制权转移,37145444.2,-11009499.92
300317,2015,聊城梧桐山实业有限公司,2015.12.31,60000000,90,购买,2015.12.31,工商变更登记,N/A,N/A
300317,2015,正镶白旗国电光伏电力有限公司,2015.7.9,39451078.58,80,购买,2015.7.9,工商变更登记,11963793.38,5513636.59
300317,2014,中山品上照明有限公司,2014.7.24,122500000,100,购买,2014.7.24,工商变更登记,39597936.41,-495295.03
300317,2014,Lionand DophinA/S,2014.9.10,47601373.81,100,购买,2014.9.10,工商变更登记,22684981.83,-3242376.64
300317,2015,江苏华源新能源科技有限公司,2015.8.11,1800000000,100,购买,2015.8.11,工商变更登记,934964672.64,163643057.26
300316,2015,杭州中为光电技术股份有限公司,2015.6.30,137700000,51,非同一控制下企业合并,2015.6.30,对公司董监高的任命以及股权款支付比例,63083033.6,19741890.27
300315,2015,北京天马时空网络科技有限公司,2015.12.11,2677600000,80,现金,2015.12.11,工商变更登记,N/A,N/A
300315,2015,香港奇迹网络技术有限公司,2015.12.11,N/A,N/A,N/A,2015.12.11,工商变更登记,N/A,N/A
300315,2015,上海天銮网络技术有限公司,2015.12.11,N/A,N/A,N/A,2015.12.11,工商变更登记,N/A,N/A
300315,2014,上游信息技术（天津）有限公司,2014.4.29,N/A,70,N/A,N/A,工商变更完成,N/A,N/A
300315,2014,北京盛天上游网络技术有限公司,2014.4.29,N/A,70,N/A,N/A,工商变更完成,N/A,N/A
300315,2014,上游网络有限公司,2014.4.29,N/A,70,N/A,N/A,工商变更完成,N/A,N/A
300315,2014,PlaycrabLimited ,2014.4.29,N/A,100,N/A,N/A,工商变更完成,N/A,N/A
300315,2014,天津益趣科技有限公司 ,2014.4.16,N/A,100,N/A,N/A,工商变更完成,N/A,N/A
300315,2014,北京上游互动信息科技有限公司,2014.4.16,N/A,100,N/A,N/A,工商变更完成,N/A,N/A
300315,2014,北京玩蟹科技有限公司,2014.4.16,1744969300,100,发行股份及现金,2014.4.16,工商变更完成,140871802.64,94037610.17
300315,2014,上游信息科技（上海）有限公司,2014.4.29,814000000,70,发行股份及现金,2014.4.29,工商变更完成,98363744.9,87818230.91
300312,2014,南京点趣科技有限公司,2014.9.30,190000,9.27,购买,N/A,N/A,N/A,N/A
300312,2014,博威科技（深圳）有限公司,2014.8.31,19500000,100,购买,2014.8.31,取得被收购方控制权,37491300.77,8980032.72
300312,2014,南京点趣科技有限公司,2014.5.31,1050000,51.21,购买,2015.5.31,取得被收购方控制权,N/A,-383245.85
300312,2014,博威通讯系统（深圳）有限公司,2014.8.31,10590000,100,购买,2014.8.31,取得被收购方控制权,4593794.58,-1666085.35
